"yr","plt","grp","bio"
2004,107,"ANPP",823.688
2004,108,"ANPP",969.93
2004,109,"ANPP",156.95
2004,110,"ANPP",624.75
2004,111,"ANPP",290.355
2004,112,"ANPP",721.49
2004,113,"ANPP",904.397
2004,114,"ANPP",491.56
2004,115,"ANPP",537.59
2004,116,"ANPP",705.32
2004,117,"ANPP",605.675
2004,118,"ANPP",990.78
2004,119,"ANPP",1383.19
2004,120,"ANPP",530.14
2004,121,"ANPP",1023.05
2004,122,"ANPP",686.596
2004,123,"ANPP",540.922
2004,124,"ANPP",320.99
2004,125,"ANPP",347.092
2004,126,"ANPP",1773.475
2004,127,"ANPP",1137.3
2004,128,"ANPP",858.44
2004,129,"ANPP",516.851
2004,131,"ANPP",458.51
2004,134,"ANPP",753.05
2004,136,"ANPP",531.207
2004,137,"ANPP",303.05
2004,139,"ANPP",1211.21
2004,142,"ANPP",720.35
2004,144,"ANPP",411.631
2005,1,"ANPP",339.29
2005,2,"ANPP",611.15
2005,3,"ANPP",1891.7
2005,4,"ANPP",348.226
2005,5,"ANPP",511.89
2005,6,"ANPP",571.029
2005,7,"ANPP",403.745
2005,8,"ANPP",352.349
2005,9,"ANPP",635.37
2005,10,"ANPP",585.61
2005,11,"ANPP",567.05
2005,12,"ANPP",575.744
2005,13,"ANPP",689.15
2005,14,"ANPP",1966.87
2005,15,"ANPP",471.419
2005,16,"ANPP",599.74
2005,17,"ANPP",703.26
2005,18,"ANPP",631.142
2005,19,"ANPP",526.28
2005,20,"ANPP",816.524
2005,21,"ANPP",1224.469
2005,22,"ANPP",774.47
2005,23,"ANPP",553.474
2005,24,"ANPP",877.39
2005,25,"ANPP",977.731
2005,26,"ANPP",2488.72
2005,27,"ANPP",650.28
2005,28,"ANPP",591.843
2005,29,"ANPP",623.62
2005,30,"ANPP",337.45
2005,31,"ANPP",697.021
2005,32,"ANPP",588.09
2005,33,"ANPP",867.092
2005,34,"ANPP",439.076
2005,35,"ANPP",486.134
2005,36,"ANPP",320.35
2005,37,"ANPP",1083.37
2005,38,"ANPP",921.22
2005,39,"ANPP",1052.539
2005,40,"ANPP",1061.97
2005,41,"ANPP",74.737
2005,42,"ANPP",136.78
2005,43,"ANPP",796.561
2005,44,"ANPP",480.249
2005,45,"ANPP",360.64
2005,46,"ANPP",582.73
2005,47,"ANPP",793.9
2005,48,"ANPP",498.3
2005,49,"ANPP",1358.773
2005,50,"ANPP",510.35
2005,51,"ANPP",641.28
2005,52,"ANPP",577.87
2005,53,"ANPP",502.41
2005,54,"ANPP",969.57
2005,55,"ANPP",372.214
2005,56,"ANPP",656.029
2005,57,"ANPP",214.396
2005,58,"ANPP",437.43
2005,59,"ANPP",1126.17
2005,60,"ANPP",639.502
2005,61,"ANPP",407.16
2005,62,"ANPP",434.68
2005,63,"ANPP",303.26
2005,64,"ANPP",211.178
2005,65,"ANPP",335.838
2005,66,"ANPP",375.319
2005,67,"ANPP",434.68
2005,68,"ANPP",958.09
2005,69,"ANPP",642.7
2005,70,"ANPP",881.419
2005,71,"ANPP",416.51
2005,72,"ANPP",260.993
2005,73,"ANPP",1624.75
2005,74,"ANPP",1443.97
2005,75,"ANPP",774.4
2005,76,"ANPP",543.55
2005,77,"ANPP",328.44
2005,78,"ANPP",442.837
2005,79,"ANPP",413.851
2005,80,"ANPP",388.284
2005,81,"ANPP",497.119
2005,82,"ANPP",921.84
2005,83,"ANPP",992.13
2005,84,"ANPP",580.994
2005,85,"ANPP",1616.24
2005,86,"ANPP",1284.078
2005,87,"ANPP",808.87
2005,88,"ANPP",1048.078
2005,89,"ANPP",281.35
2005,90,"ANPP",348.72
2005,91,"ANPP",419.013
2005,92,"ANPP",976.88
2005,93,"ANPP",1368.142
2005,94,"ANPP",1052.7
2005,95,"ANPP",877.73
2005,96,"ANPP",735.18
2005,97,"ANPP",465.53
2005,98,"ANPP",867.56
2005,99,"ANPP",721.235
2005,100,"ANPP",338.44
2005,101,"ANPP",373.262
2005,102,"ANPP",258.135
2005,103,"ANPP",452.41
2005,104,"ANPP",466.6
2005,105,"ANPP",749.65
2005,106,"ANPP",821.28
2005,107,"ANPP",1055.74
2005,108,"ANPP",316.028
2005,109,"ANPP",270.62
2005,110,"ANPP",426.6
2005,111,"ANPP",870.354
2005,112,"ANPP",1194.538
2005,113,"ANPP",374.61
2005,114,"ANPP",595.42
2005,115,"ANPP",630.455
2005,116,"ANPP",734.47
2005,117,"ANPP",2095.865
2005,118,"ANPP",1009.72
2005,119,"ANPP",1054.87
2005,120,"ANPP",550.57
2005,121,"ANPP",588.964
2005,122,"ANPP",885.74
2005,123,"ANPP",370.908
2005,124,"ANPP",301.7
2005,125,"ANPP",295.887
2005,126,"ANPP",385.74
2005,127,"ANPP",471.35
2005,128,"ANPP",489.08
2005,129,"ANPP",636.74
2005,131,"ANPP",485.462
2005,134,"ANPP",647.61
2005,136,"ANPP",591.971
2005,137,"ANPP",341.559
2005,139,"ANPP",764.26
2005,142,"ANPP",630.356
2005,144,"ANPP",707.591
2006,1,"ANPP",272.907
2006,2,"ANPP",759.29
2006,3,"ANPP",565.63
2006,4,"ANPP",156.95
2006,5,"ANPP",439.93
2006,6,"ANPP",309.29
2006,7,"ANPP",311.28
2006,8,"ANPP",180.781
2006,9,"ANPP",418.72
2006,10,"ANPP",367.02
2006,11,"ANPP",259.65
2006,12,"ANPP",184.18
2006,13,"ANPP",199.08
2006,14,"ANPP",461.06
2006,15,"ANPP",289.22
2006,16,"ANPP",172.77
2006,17,"ANPP",258.65
2006,18,"ANPP",390.43
2006,19,"ANPP",376.027
2006,20,"ANPP",472.269
2006,21,"ANPP",358.51
2006,22,"ANPP",190.567
2006,23,"ANPP",270.5
2006,24,"ANPP",287.73
2006,25,"ANPP",229.43
2006,26,"ANPP",414.68
2006,27,"ANPP",390.64
2006,28,"ANPP",288.79
2006,29,"ANPP",330.64
2006,30,"ANPP",259.574
2006,31,"ANPP",664.61
2006,32,"ANPP",322.55
2006,33,"ANPP",443.97
2006,34,"ANPP",172.84
2006,35,"ANPP",491.77
2006,36,"ANPP",318.16
2006,37,"ANPP",348.44
2006,38,"ANPP",553.9
2006,39,"ANPP",389.597
2006,40,"ANPP",330.497
2006,41,"ANPP",545.67
2006,42,"ANPP",313.55
2006,43,"ANPP",455.177
2006,44,"ANPP",887.59
2006,45,"ANPP",176.1
2006,46,"ANPP",518.94
2006,47,"ANPP",286.672
2006,48,"ANPP",310.64
2006,49,"ANPP",460.92
2006,50,"ANPP",255.39
2006,51,"ANPP",182.197
2006,52,"ANPP",251.085
2006,53,"ANPP",292.27
2006,54,"ANPP",119.454
2006,55,"ANPP",122.751
2006,56,"ANPP",278.72
2006,57,"ANPP",175.155
2006,58,"ANPP",372.98
2006,59,"ANPP",357.16
2006,60,"ANPP",1087.363
2006,61,"ANPP",799.432
2006,62,"ANPP",315.96
2006,63,"ANPP",146.1
2006,64,"ANPP",94.11
2006,65,"ANPP",168.16
2006,66,"ANPP",212.06
2006,67,"ANPP",152.481
2006,68,"ANPP",435.18
2006,69,"ANPP",683.05
2006,70,"ANPP",483.122
2006,71,"ANPP",238.579
2006,72,"ANPP",670.07
2006,73,"ANPP",747.59
2006,74,"ANPP",883.97
2006,75,"ANPP",312.766
2006,76,"ANPP",189.08
2006,77,"ANPP",263.213
2006,78,"ANPP",282.34
2006,79,"ANPP",399.99
2006,80,"ANPP",414.52
2006,81,"ANPP",313.83
2006,82,"ANPP",199.83
2006,83,"ANPP",502.199
2006,84,"ANPP",243.049
2006,85,"ANPP",259.46
2006,86,"ANPP",354.028
2006,87,"ANPP",212.469
2006,88,"ANPP",355.12
2006,89,"ANPP",295.76
2006,90,"ANPP",167.73
2006,91,"ANPP",344.326
2006,92,"ANPP",172.767
2006,93,"ANPP",209.432
2006,94,"ANPP",359.512
2006,95,"ANPP",341.18
2006,96,"ANPP",507.872
2006,97,"ANPP",405.681
2006,98,"ANPP",282.62
2006,99,"ANPP",341.007
2006,100,"ANPP",490.284
2006,101,"ANPP",233.9
2006,102,"ANPP",386.67
2006,103,"ANPP",245.96
2006,104,"ANPP",403.717
2006,105,"ANPP",257.233
2006,106,"ANPP",279.716
2006,107,"ANPP",303.62
2006,108,"ANPP",257.092
2006,109,"ANPP",212.029
2006,110,"ANPP",127.092
2006,111,"ANPP",266.52
2006,112,"ANPP",295.673
2006,113,"ANPP",321.91
2006,114,"ANPP",607.23
2006,115,"ANPP",297.02
2006,116,"ANPP",560.78
2006,117,"ANPP",490.637
2006,118,"ANPP",321.91
2006,119,"ANPP",177.87
2006,120,"ANPP",494.82
2006,121,"ANPP",520.99
2006,122,"ANPP",347.59
2006,123,"ANPP",189.79
2006,124,"ANPP",190.496
2006,125,"ANPP",208.724
2006,126,"ANPP",511.42
2006,127,"ANPP",67.731
2006,128,"ANPP",359.22
2006,129,"ANPP",612.765
2006,131,"ANPP",299.078
2006,134,"ANPP",222.34
2006,136,"ANPP",234.61
2006,137,"ANPP",182.837
2006,139,"ANPP",600.64
2006,142,"ANPP",689.15
2006,144,"ANPP",264.26
2007,1,"ANPP",484.33
2007,2,"ANPP",1019.793
2007,3,"ANPP",2327.448
2007,4,"ANPP",477.093
2007,5,"ANPP",699.15
2007,6,"ANPP",669.5
2007,7,"ANPP",558.79
2007,8,"ANPP",416.95
2007,9,"ANPP",623.758
2007,10,"ANPP",249.29
2007,11,"ANPP",1241.91
2007,12,"ANPP",385.46
2007,13,"ANPP",858.16
2007,14,"ANPP",869.078
2007,15,"ANPP",671.13
2007,16,"ANPP",830.92
2007,17,"ANPP",1512.13
2007,18,"ANPP",498.652
2007,19,"ANPP",1851.63
2007,20,"ANPP",1235.04
2007,21,"ANPP",1114.75
2007,22,"ANPP",807.87
2007,23,"ANPP",847.59
2007,24,"ANPP",833.33
2007,25,"ANPP",557.009
2007,26,"ANPP",865.82
2007,27,"ANPP",1861.7
2007,28,"ANPP",815.87
2007,29,"ANPP",743.48
2007,30,"ANPP",547.87
2007,31,"ANPP",1033.12
2007,32,"ANPP",353.05
2007,33,"ANPP",888.439
2007,34,"ANPP",501.844
2007,35,"ANPP",1079.864
2007,36,"ANPP",448.1
2007,37,"ANPP",1356.43
2007,38,"ANPP",965.11
2007,39,"ANPP",730.5
2007,40,"ANPP",1042.7
2007,41,"ANPP",524.583
2007,42,"ANPP",238.44
2007,43,"ANPP",474.808
2007,44,"ANPP",726.45
2007,45,"ANPP",601.91
2007,46,"ANPP",1069.57
2007,47,"ANPP",443.688
2007,48,"ANPP",315.39
2007,49,"ANPP",709.01
2007,50,"ANPP",1120.57
2007,51,"ANPP",773.62
2007,52,"ANPP",494.47
2007,53,"ANPP",480.35
2007,54,"ANPP",1071.21
2007,55,"ANPP",316.45
2007,56,"ANPP",806.099
2007,57,"ANPP",455.74
2007,58,"ANPP",2053.4
2007,59,"ANPP",1933.76
2007,60,"ANPP",1581.21
2007,61,"ANPP",207.16
2007,62,"ANPP",703.19
2007,63,"ANPP",443.62
2007,64,"ANPP",323.97
2007,65,"ANPP",246.453
2007,66,"ANPP",442.13
2007,67,"ANPP",664.04
2007,68,"ANPP",657.73
2007,69,"ANPP",484.61
2007,70,"ANPP",744.54
2007,71,"ANPP",510.35
2007,72,"ANPP",1177.73
2007,73,"ANPP",974.11
2007,74,"ANPP",2794.68
2007,75,"ANPP",870.57
2007,76,"ANPP",508.58
2007,77,"ANPP",384.47
2007,78,"ANPP",431.241
2007,79,"ANPP",1071.84
2007,80,"ANPP",418.01
2007,81,"ANPP",735.248
2007,82,"ANPP",666.1
2007,83,"ANPP",1414.47
2007,84,"ANPP",860.638
2007,85,"ANPP",857.23
2007,86,"ANPP",919.15
2007,87,"ANPP",450.71
2007,88,"ANPP",528.652
2007,89,"ANPP",974.04
2007,90,"ANPP",603.55
2007,91,"ANPP",827.09
2007,92,"ANPP",1111.06
2007,93,"ANPP",1651.348
2007,94,"ANPP",951.99
2007,95,"ANPP",879.93
2007,96,"ANPP",1360.709
2007,97,"ANPP",782.55
2007,98,"ANPP",595.39
2007,99,"ANPP",592.341
2007,100,"ANPP",557.45
2007,101,"ANPP",390.357
2007,102,"ANPP",911.987
2007,103,"ANPP",1281.13
2007,104,"ANPP",898.156
2007,105,"ANPP",1054.83
2007,106,"ANPP",502.06
2007,107,"ANPP",582.06
2007,108,"ANPP",422.48
2007,109,"ANPP",300.702
2007,110,"ANPP",599.15
2007,111,"ANPP",746.6
2007,112,"ANPP",921.99
2007,113,"ANPP",996.526
2007,114,"ANPP",775.67
2007,115,"ANPP",1464.04
2007,116,"ANPP",305.463
2007,117,"ANPP",787.589
2007,118,"ANPP",1629.15
2007,119,"ANPP",388.3
2007,120,"ANPP",450.07
2007,121,"ANPP",526.667
2007,122,"ANPP",443.76
2007,123,"ANPP",533.454
2007,124,"ANPP",336.03
2007,125,"ANPP",281.559
2007,126,"ANPP",1585.82
2007,127,"ANPP",2412.55
2007,128,"ANPP",2054.96
2007,129,"ANPP",508.014
2007,131,"ANPP",811.35
2007,134,"ANPP",1761.49
2007,136,"ANPP",879.72
2007,137,"ANPP",937.446
2007,139,"ANPP",455.603
2007,142,"ANPP",574.539
2007,144,"ANPP",581.913
2008,1,"ANPP",666.35
2008,2,"ANPP",364.69
2008,3,"ANPP",491.54
2008,4,"ANPP",345.23
2008,5,"ANPP",680.73
2008,6,"ANPP",502.17
2008,7,"ANPP",224.04
2008,8,"ANPP",720.38
2008,9,"ANPP",552.68
2008,10,"ANPP",745.39
2008,11,"ANPP",493.67
2008,12,"ANPP",466.04
2008,13,"ANPP",598.58
2008,14,"ANPP",546.17
2008,15,"ANPP",427.87
2008,16,"ANPP",642.29
2008,17,"ANPP",1499.5
2008,18,"ANPP",427.24
2008,19,"ANPP",660.71
2008,20,"ANPP",429.38
2008,21,"ANPP",1154.61
2008,22,"ANPP",752.7
2008,23,"ANPP",701.48
2008,24,"ANPP",622.53
2008,25,"ANPP",975.28
2008,26,"ANPP",1286.65
2008,27,"ANPP",848.51
2008,28,"ANPP",609.64
2008,29,"ANPP",1041.44
2008,30,"ANPP",683.84
2008,31,"ANPP",1147.23
2008,32,"ANPP",902.52
2008,33,"ANPP",852.03
2008,34,"ANPP",632
2008,35,"ANPP",961.74
2008,36,"ANPP",1193.79
2008,37,"ANPP",396.92
2008,38,"ANPP",705.37
2008,39,"ANPP",651.21
2008,40,"ANPP",623.54
2008,41,"ANPP",544.04
2008,42,"ANPP",466.95
2008,43,"ANPP",324.32
2008,44,"ANPP",659.51
2008,45,"ANPP",522.34
2008,46,"ANPP",711.42
2008,47,"ANPP",724.91
2008,48,"ANPP",1330
2008,49,"ANPP",1143.69
2008,50,"ANPP",1056.32
2008,51,"ANPP",683.69
2008,52,"ANPP",521.31
2008,53,"ANPP",568.09
2008,54,"ANPP",515.18
2008,55,"ANPP",436.13
2008,56,"ANPP",623.55
2008,57,"ANPP",351.99
2008,58,"ANPP",494.3
2008,59,"ANPP",856.1
2008,60,"ANPP",741.27
2008,61,"ANPP",494.96
2008,62,"ANPP",413.51
2008,63,"ANPP",259.22
2008,64,"ANPP",108.55
2008,65,"ANPP",345.99
2008,66,"ANPP",427.38
2008,67,"ANPP",590.56
2008,68,"ANPP",801.7
2008,69,"ANPP",1076.35
2008,70,"ANPP",704.45
2008,71,"ANPP",512.38
2008,72,"ANPP",1127.06
2008,73,"ANPP",1041.84
2008,74,"ANPP",2721.55
2008,75,"ANPP",576.45
2008,76,"ANPP",579.55
2008,77,"ANPP",1320.87
2008,78,"ANPP",341.36
2008,79,"ANPP",527.05
2008,80,"ANPP",1180.38
2008,81,"ANPP",1314.4
2008,82,"ANPP",520.28
2008,83,"ANPP",722.86
2008,84,"ANPP",1222.28
2008,85,"ANPP",1785.18
2008,86,"ANPP",760.71
2008,87,"ANPP",837.91
2008,88,"ANPP",774.52
2008,89,"ANPP",481.56
2008,90,"ANPP",848.6
2008,91,"ANPP",674.53
2008,92,"ANPP",1062.27
2008,93,"ANPP",987.16
2008,94,"ANPP",503.47
2008,95,"ANPP",583.26
2008,96,"ANPP",915.31
2008,97,"ANPP",1046.03
2008,98,"ANPP",908.34
2008,99,"ANPP",947.59
2008,100,"ANPP",497.94
2008,101,"ANPP",784.61
2008,102,"ANPP",451.7
2008,103,"ANPP",744.06
2008,104,"ANPP",686.98
2008,105,"ANPP",405.6
2008,106,"ANPP",447.31
2008,107,"ANPP",487.66
2008,108,"ANPP",339.34
2008,109,"ANPP",259.94
2008,110,"ANPP",414.72
2008,111,"ANPP",1750.52
2008,112,"ANPP",807.59
2008,113,"ANPP",463.4
2008,114,"ANPP",1065.53
2008,115,"ANPP",1949.72
2008,116,"ANPP",706.48
2008,117,"ANPP",618.23
2008,118,"ANPP",820.28
2008,119,"ANPP",934.78
2008,120,"ANPP",1279.43
2008,121,"ANPP",772.98
2008,122,"ANPP",272.14
2008,123,"ANPP",453.99
2008,124,"ANPP",114.57
2008,125,"ANPP",720.78
2008,126,"ANPP",996.43
2008,127,"ANPP",768.74
2008,128,"ANPP",578.51
2008,129,"ANPP",605.02
2008,131,"ANPP",487.04
2008,134,"ANPP",395.25
2008,136,"ANPP",481.2
2008,137,"ANPP",29.39
2008,139,"ANPP",222.19
2008,142,"ANPP",566.8
2008,144,"ANPP",253.31
2009,1,"ANPP",218.87
2009,2,"ANPP",623.83
2009,3,"ANPP",944.226950355
2009,4,"ANPP",49.304964534
2009,5,"ANPP",518.72
2009,6,"ANPP",1039.15
2009,7,"ANPP",404.68
2009,8,"ANPP",519.08
2009,9,"ANPP",933.26
2009,10,"ANPP",423.475177353
2009,11,"ANPP",783.05
2009,12,"ANPP",412.91
2009,13,"ANPP",393.19
2009,14,"ANPP",769.177304989
2009,15,"ANPP",350.07
2009,16,"ANPP",311.843971676
2009,17,"ANPP",373.76
2009,18,"ANPP",344.04
2009,19,"ANPP",645.04
2009,20,"ANPP",860.07
2009,21,"ANPP",558.87
2009,22,"ANPP",279.099290809
2009,23,"ANPP",439.092198539
2009,24,"ANPP",698.581560207
2009,25,"ANPP",449.86
2009,26,"ANPP",973.12
2009,27,"ANPP",487.16
2009,28,"ANPP",610.99
2009,29,"ANPP",606.95035464
2009,30,"ANPP",733.19
2009,31,"ANPP",883.12
2009,32,"ANPP",776.595744692
2009,33,"ANPP",871.06
2009,34,"ANPP",686.74
2009,35,"ANPP",646.312056748
2009,36,"ANPP",695.39
2009,37,"ANPP",1119.29
2009,38,"ANPP",385.6
2009,39,"ANPP",393.69
2009,40,"ANPP",1222.12765963
2009,41,"ANPP",371.91
2009,42,"ANPP",224.54
2009,43,"ANPP",353.05
2009,44,"ANPP",638.652482286
2009,45,"ANPP",519.01
2009,46,"ANPP",758.751773045
2009,47,"ANPP",715.695035468
2009,48,"ANPP",626.6
2009,49,"ANPP",1036.31
2009,50,"ANPP",639.964539051
2009,51,"ANPP",613.76
2009,52,"ANPP",530.000000031
2009,53,"ANPP",412.312056688
2009,54,"ANPP",718.79
2009,55,"ANPP",400.992907776
2009,56,"ANPP",850.709219967
2009,57,"ANPP",571.35
2009,58,"ANPP",601.49
2009,59,"ANPP",896.52
2009,60,"ANPP",607.02
2009,61,"ANPP",1034.82
2009,62,"ANPP",608.51
2009,63,"ANPP",357.8
2009,64,"ANPP",240.78
2009,65,"ANPP",490.000000004
2009,66,"ANPP",438.72
2009,67,"ANPP",651.91489362
2009,68,"ANPP",784.113475136
2009,69,"ANPP",380.425531916
2009,70,"ANPP",496.95
2009,71,"ANPP",678.936170243
2009,72,"ANPP",796.1
2009,73,"ANPP",894.04
2009,74,"ANPP",1175.673758894
2009,75,"ANPP",1892.98
2009,76,"ANPP",645.04
2009,77,"ANPP",451.28
2009,78,"ANPP",559.08
2009,79,"ANPP",1195.53
2009,80,"ANPP",810.99
2009,81,"ANPP",563.48
2009,82,"ANPP",1394.54
2009,83,"ANPP",821.21
2009,84,"ANPP",1061.702127673
2009,85,"ANPP",785.39
2009,86,"ANPP",673.191489388
2009,87,"ANPP",873.475177227
2009,88,"ANPP",712.55
2009,89,"ANPP",799.86
2009,90,"ANPP",394.82
2009,91,"ANPP",934.539007091
2009,92,"ANPP",1453.9
2009,93,"ANPP",1924.75
2009,94,"ANPP",1029.36
2009,95,"ANPP",511.84
2009,96,"ANPP",835.460992887
2009,97,"ANPP",588.16
2009,98,"ANPP",572.55319144
2009,99,"ANPP",556.74
2009,100,"ANPP",460.212765981
2009,101,"ANPP",486.52
2009,102,"ANPP",412.411347492
2009,103,"ANPP",429.65
2009,104,"ANPP",744.609929037
2009,105,"ANPP",780.992907815
2009,106,"ANPP",228.87
2009,107,"ANPP",827.16
2009,108,"ANPP",334.978723385
2009,109,"ANPP",419.5
2009,110,"ANPP",778.950354508
2009,111,"ANPP",1061.418439617
2009,112,"ANPP",898.794326252
2009,113,"ANPP",434.07
2009,114,"ANPP",923.971631113
2009,115,"ANPP",517.801418433
2009,116,"ANPP",421.489361689
2009,117,"ANPP",1078.865248258
2009,118,"ANPP",1291.13
2009,119,"ANPP",507.021276641
2009,120,"ANPP",933.26
2009,121,"ANPP",1536.666667045
2009,122,"ANPP",694.964538964
2009,123,"ANPP",876.780141818
2009,124,"ANPP",414.964538969
2009,125,"ANPP",1327.45
2009,126,"ANPP",1756.38297878
2009,127,"ANPP",1535.602836879
2009,128,"ANPP",2182.34
2009,129,"ANPP",454.89
2009,131,"ANPP",637.9432624
2009,134,"ANPP",690.99
2009,136,"ANPP",393.83
2009,137,"ANPP",622.13475176
2009,139,"ANPP",697.59
2009,142,"ANPP",777.66
2009,144,"ANPP",446.028368808
2010,1,"ANPP",667.234042564
2010,2,"ANPP",886.808510611
2010,3,"ANPP",838.72
2010,4,"ANPP",909.858156016
2010,5,"ANPP",470.28
2010,6,"ANPP",446.524822697
2010,7,"ANPP",439.43
2010,8,"ANPP",333.900709259
2010,9,"ANPP",570.921985794
2010,10,"ANPP",559.5
2010,11,"ANPP",681.49
2010,12,"ANPP",380.425531923
2010,13,"ANPP",583.45
2010,14,"ANPP",930.964539027
2010,15,"ANPP",408.65
2010,16,"ANPP",243.078014183
2010,17,"ANPP",479.79
2010,18,"ANPP",1382.836879499
2010,19,"ANPP",542.198581497
2010,20,"ANPP",884.75
2010,21,"ANPP",731.63
2010,22,"ANPP",387.73
2010,23,"ANPP",510.283687979
2010,24,"ANPP",516.6
2010,25,"ANPP",835.46
2010,26,"ANPP",925.82
2010,27,"ANPP",372.34
2010,28,"ANPP",426.588652475
2010,29,"ANPP",580.85
2010,30,"ANPP",162.836879428
2010,31,"ANPP",589.57
2010,32,"ANPP",509.01
2010,33,"ANPP",258.58
2010,34,"ANPP",342.957446853
2010,35,"ANPP",805.25
2010,36,"ANPP",583.69
2010,37,"ANPP",232.553191487
2010,38,"ANPP",384.04
2010,39,"ANPP",158.439716317
2010,40,"ANPP",446.38
2010,41,"ANPP",349.5
2010,42,"ANPP",419.432624122
2010,43,"ANPP",899.929077955
2010,44,"ANPP",682.77
2010,45,"ANPP",611.13
2010,46,"ANPP",420.64
2010,47,"ANPP",669.22
2010,48,"ANPP",422.62
2010,49,"ANPP",607.375886445
2010,50,"ANPP",291.56
2010,51,"ANPP",573.83
2010,52,"ANPP",436.092198549
2010,53,"ANPP",331.84
2010,54,"ANPP",801.13
2010,55,"ANPP",527.588652453
2010,56,"ANPP",385.11
2010,57,"ANPP",414.82
2010,58,"ANPP",540.5
2010,59,"ANPP",700.99
2010,60,"ANPP",404.539007086
2010,61,"ANPP",260.35
2010,62,"ANPP",514.96
2010,63,"ANPP",248.439716315
2010,64,"ANPP",342.34
2010,65,"ANPP",419.57
2010,66,"ANPP",564.964538975
2010,67,"ANPP",1365.319148969
2010,68,"ANPP",507.16312061
2010,69,"ANPP",594.82
2010,70,"ANPP",758.9361703
2010,71,"ANPP",702.198581534
2010,72,"ANPP",612.48
2010,73,"ANPP",505.89
2010,74,"ANPP",384.3262411
2010,75,"ANPP",854.82
2010,76,"ANPP",770.57
2010,77,"ANPP",223.62
2010,78,"ANPP",635.82
2010,79,"ANPP",588.581560266
2010,80,"ANPP",591.28
2010,81,"ANPP",806.24
2010,82,"ANPP",528.58
2010,83,"ANPP",624.042553176
2010,84,"ANPP",685.96
2010,85,"ANPP",780.28
2010,86,"ANPP",576.1
2010,87,"ANPP",869.999999947
2010,88,"ANPP",761.56
2010,89,"ANPP",265.89
2010,90,"ANPP",523.9
2010,91,"ANPP",926.81
2010,92,"ANPP",536.52
2010,93,"ANPP",433.55
2010,94,"ANPP",385.32
2010,95,"ANPP",710.28
2010,96,"ANPP",476.453900739
2010,97,"ANPP",234.326241145
2010,98,"ANPP",544.326241185
2010,99,"ANPP",631.56
2010,100,"ANPP",746.45
2010,101,"ANPP",563.9
2010,102,"ANPP",339.716312097
2010,103,"ANPP",597.52
2010,104,"ANPP",692.326241113
2010,105,"ANPP",896.985815565
2010,106,"ANPP",1088.333333294
2010,107,"ANPP",322.55
2010,108,"ANPP",841.205673818
2010,109,"ANPP",266.45390071
2010,110,"ANPP",388.44
2010,111,"ANPP",287.588652451
2010,112,"ANPP",978.72
2010,113,"ANPP",452.411347492
2010,114,"ANPP",776.1
2010,115,"ANPP",132.978723404
2010,116,"ANPP",289.361702098
2010,117,"ANPP",214.23
2010,118,"ANPP",262.2
2010,119,"ANPP",483.9
2010,120,"ANPP",308.84
2010,121,"ANPP",312.765957485
2010,122,"ANPP",393.758865239
2010,123,"ANPP",294.11
2010,124,"ANPP",373.62
2010,125,"ANPP",440.35
2010,126,"ANPP",180.425531915
2010,127,"ANPP",355.18
2010,128,"ANPP",637.23
2010,129,"ANPP",428.723404258
2010,131,"ANPP",631.985815652
2010,134,"ANPP",487.71
2010,136,"ANPP",421.57
2010,137,"ANPP",777.872340389
2010,139,"ANPP",481.77
2010,142,"ANPP",591.21
2010,144,"ANPP",367.163120569
2011,1,"ANPP",331.914893632
2011,2,"ANPP",634.82
2011,3,"ANPP",993.4042553
2011,4,"ANPP",643.191489382
2011,5,"ANPP",1412.55
2011,6,"ANPP",1990.141843692
2011,7,"ANPP",556.81
2011,8,"ANPP",413.404255251
2011,9,"ANPP",856.24
2011,10,"ANPP",382.765957491
2011,11,"ANPP",1222.340425488
2011,12,"ANPP",554.62
2011,13,"ANPP",673.333333297
2011,14,"ANPP",458.51
2011,15,"ANPP",326.1
2011,16,"ANPP",511.84
2011,17,"ANPP",749.574468042
2011,18,"ANPP",519.72
2011,19,"ANPP",354.255319106
2011,20,"ANPP",875.89
2011,21,"ANPP",899.79
2011,22,"ANPP",370.92
2011,23,"ANPP",298.439716315
2011,24,"ANPP",598.368794279
2011,25,"ANPP",198.085106385
2011,26,"ANPP",408.01
2011,27,"ANPP",435.177304946
2011,28,"ANPP",312.624113466
2011,29,"ANPP",431.418439697
2011,30,"ANPP",365.89
2011,31,"ANPP",800.354609974
2011,32,"ANPP",412.907801411
2011,33,"ANPP",957.375886516
2011,34,"ANPP",569.57
2011,35,"ANPP",577.659574536
2011,36,"ANPP",298.865248239
2011,37,"ANPP",1334.184397187
2011,38,"ANPP",788.01
2011,39,"ANPP",291.63
2011,40,"ANPP",347.375886522
2011,41,"ANPP",470.354609897
2011,42,"ANPP",344.397163131
2011,43,"ANPP",295.53
2011,44,"ANPP",248.652482302
2011,45,"ANPP",492.553191509
2011,46,"ANPP",509.36
2011,47,"ANPP",268.94
2011,48,"ANPP",454.964538971
2011,49,"ANPP",548.439716383
2011,50,"ANPP",253.33
2011,51,"ANPP",1468.368794327
2011,52,"ANPP",187.021276603
2011,53,"ANPP",172.269503548
2011,54,"ANPP",439.08
2011,55,"ANPP",315.67
2011,56,"ANPP",643.69
2011,57,"ANPP",523.900709177
2011,58,"ANPP",640.283687947
2011,59,"ANPP",540.070921927
2011,60,"ANPP",1033.687943247
